nom_commune;latitude;longitude
Saint-Pey-d'Armens;;
Saint-Pey-de-Castets;44.816667;-0.066667
Saint-Philippe-d'Aiguille;44.916667;-0.033333
Saint-Philippe-du-Seignal;44.816667;0.233333
Saint-Quentin-de-Baron;44.816667;-0.283333
Saint-Quentin-de-Caplong;44.783333;0.15
Saint-Romain-la-Virvée;44.966667;-0.4
Saint-Sauveur-de-Puynormand;45;-0.033333
Saint-Sulpice-de-Faleyrens;44.866667;-0.183333
Saint-Vincent-de-Pertignas;44.8;-0.116667
Soussac;44.733333;0.016667
Tarnès;44.966667;-0.35
Tayac;;
Tizac-de-Curton;44.816667;-0.25
Vayres;44.9;-0.316667
Vérac;44.983333;-0.333333
Vignonet;44.85;-0.166667
Villegouge;44.966667;-0.3
Abzac;45.016667;-0.133333
Anglade;45.216667;-0.633333
Aubie-et-Espessas;45.016667;-0.4
Bayas;45.066667;-0.2
Bayon-sur-Gironde;;
Berson;45.116667;-0.583333
Blaye;;
Bonzac;45;-0.216667
Bourg;;
Braud-et-Saint-Louis;45.25;-0.616667
Camps-sur-l'Isle;;
Campugnan;45.183333;-0.566667
Cars;45.133333;-0.616667
Cartelègue;45.183333;-0.583333
Cavignac;45.1;-0.383333
Cézac;45.1;-0.416667
Chamadelle;45.1;-0.066667
Civrac-de-Blaye;45.116667;-0.45
Comps;45.066667;-0.583333
Coutras;45.033333;-0.133333
Cubnezais;45.075;-0.408333
Cubzac-les-Ponts;44.966667;-0.45
Donnezac;45.25;-0.45
Etauliers;45.216667;-0.566667
Eyrans;45.183333;-0.616667
Fours;45.166667;-0.633333
Gauriac;45.066667;-0.616667
Gauriaguet;45.033333;-0.4
Générac;45.183333;-0.55
Guîtres;45.033333;-0.183333
Lagorce;45.066667;-0.133333
Lansac;45.066667;-0.533333
Lapouyade;45.083333;-0.283333
Laruscade;45.116667;-0.333333
Le Fieu;;
Les Eglisottes-et-Chalaures;;
Les Peintures;45.066667;-0.1
Maransin;45.083333;-0.266667
Marcenais;45.066667;-0.333333
Marcillac;45.266667;-0.516667
Marsas;45.066667;-0.383333
Mazion;45.166667;-0.616667
Mombrier;45.066667;-0.533333
Peujard;45.033333;-0.45
Plassac;45.1;-0.65
Pleine-Selve;;
Porchères;45.033333;0.016667
Prignac-et-Marcamps;;
Pugnac;45.083333;-0.483333
Reignac;45.233333;-0.5
Sablons;45.033333;-0.183333
Saint-André-de-Cubzac;44.991667;-0.441667
Saint-Androny;45.183333;-0.65
Saint-Antoine;45.016667;-0.416667
Saint-Antoine-sur-l'Isle;45.033333;0.05
Saint-Aubin-de-Blaye;45.266667;-0.566667
Saint-Caprais-de-Blaye;45.283333;-0.566667
Saint-Christoly-de-Blaye;45.133333;-0.483333
Saint-Christophe-de-Double;;
Saint-Ciers-d'Abzac;45.033333;-0.266667
Saint-Ciers-de-Canesse;45.083333;-0.6
Saint-Ciers-sur-Gironde;45.3;-0.616667
Saint-Denis-de-Pile;45;-0.2
Saint-Genès-de-Blaye;45.166667;-0.633333
Saint-Gervais;45.016667;-0.45
Saint-Girons-d'Aiguevives;45.15;-0.533333
Saint-Laurent-d'Arce;45.033333;-0.466667
Saint-Mariens;45.116667;-0.416667
Saint-Martin-de-Laye;45.033333;-0.216667
Saint-Martin-du-Bois;45.033333;-0.266667
Saint-Martin-Lacaussade;45.15;-0.65
Saint-Médard-de-Guizières;45.016667;-0.05
Saint-Palais;;
Saint-Paul;45.15;-0.6
Saint-Savin;;
Saint-Seurin-de-Bourg;45.05;-0.566667
Saint-Seurin-de-Cursac;45.15;-0.633333
Saint-Seurin-sur-l'Isle;45.016667;-
Saint-Trojan;45.083333;-0.566667
Saint-Vivien-de-Blaye;45.1;-0.5
Saint-Yzan-de-Soudiac;45.133333;-0.416667
Salignac;45.016667;-0.366667
Samonac;45.066667;-0.55
Saugon;45.183333;-0.5
Savignac-de-l'Isle;;
Tauriac;45.05;-0.483333
Teuillac;45.083333;-0.533333
Tizac-de-Lapouyade;45.066667;-0.3
Villeneuve;;
Virsac;45.033333;-0.45
Lattes;43.566667;3.9
Montpellier;43.6;3.883333
Palavas-les-Flots;43.533333;3.933333
Pérols;43.566667;3.95
Clapiers;43.65;3.883333
Grabels;43.65;3.783333
Juvignac;43.616667;3.8
Montferrier-sur-Lez;43.666667;3.85
Montpellier;43.6;3.883333
Assas;43.7;3.883333
Baillargues;43.666667;4.016667
Beaulieu;43.733333;4.016667
Boisseron;43.75;4.083333
Buzignargues;43.766667;4
Campagne;43.783333;4.033333
Candillargues;43.616667;4.066667
Castelnau-le-Lez;43.633333;3.9
Castries;43.666667;3.983333
Galargues;43.766667;4.016667
Garrigues;43.8;4.016667
Guzargues;43.716667;3.916667
Jacou;43.666667;3.9
La Grande-Motte;43.566667;4.083333
Lansargues;43.65;4.066667
Le Crès;43.65;3.933333
Lunel;43.683333;4.133333
Lunel-Viel;43.683333;4.083333
Marsillargues;43.666667;4.183333
Mauguio;43.616667;4.016667
Montaud;43.75;3.95
Montpellier;43.6;3.883333
Mudaison;;
Restinclières;43.716667;4.033333
Saint-Aunès;43.633333;3.966667
Saint-Brès;43.666667;4.025
Saint-Christol;43.733333;4.083333
Saint-Drézéry;43.733333;3.983333
Saint-Geniès-des-Mourgues;43.7;4.033333
Saint-Hilaire-de-Beauvoir;43.75;4.016667
Saint-Jean-de-Cornies;43.733333;4
Saint-Just;43.65;4.116667
Saint-Nazaire-de-Pézan;43.633333;4.133333
Saint-Sériès;43.733333;4.1
Saturargues;43.716667;4.116667
Saussines;;
Sussargues;43.7;4
Teyran;43.683333;3.916667
Valergues;43.666667;4.066667
Vendargues;43.65;3.966667
Vérargues;43.716667;4.1
Villetelle;43.733333;4.15
Agonès;43.916667;3.75
Aniane;43.683333;3.583333
Arboras;43.716667;3.483333
Argelliers;43.7;3.683333
Aspiran;43.566667;3.433333
Aumelas;;
Avène;43.75;3.1
Bélarga;43.55;3.483333
Brenas;43.65;3.25
Brignac;43.616667;3.466667
Brissac;43.866667;3.7
Campagnan;43.533333;3.483333
Canet;43.6;3.5
Causse-de-la-Selle;43.8;3.65
Cazevieille;43.766667;3.8
Cazilhac;43.925;3.7
Ceilhes-et-Rocozels;43.8;3.1
Celles;43.666667;3.35
Ceyras;;
Claret;43.866667;3.9
Clermont-l'Hérault;43.616667;3.433333
Combaillaux;43.666667;3.75
Cournonsec;43.55;3.716667
Cournonterral;43.55;3.716667
Dio-et-Valquières;43.666667;3.2
Fabrègues;43.55;3.766667
Ferrières-les-Verreries;43.883333;3.8
Fontanès;;
Fozières;43.75;3.35
Ganges;43.933333;3.7
Gignac;43.65;3.55
Gorniès;43.9;3.633333
Joncels;43.733333;3.183333
Jonquières;43.683333;3.466667
La Boissière;43.666667;3.65
Lacoste;43.65;3.433333
Lagamas;43.666667;3.516667
Laroque;43.916667;3.733333
Lauret;43.833333;3.883333
Lauroux;43.783333;3.283333
La Vacquerie-et-Saint-Martin-de-Castries;43.783333;3.45
Lavalette;43.7;3.266667
Lavérune;43.583333;3.833333
Le Bosc;43.716667;3.383333
Le Bousquet-d'Orb;43.7;3.166667
Le Caylar;43.85;3.3
Le Cros;43.866667;3.366667
Le Pouget;43.583333;3.516667
Le Puech;43.7;3.316667
Les Matelles;43.733333;3.816667
Les Plans;43.75;3.283333
Les Rives;43.833333;3.266667
Le Triadou;43.733333;3.866667
Liausson;43.633333;3.383333
Lodève;43.716667;3.316667
Lunas;43.7;3.2
Mas-de-Londres;43.783333;3.75
Mérifons;43.633333;3.283333
Montarnaud;43.65;3.7
Montoulieu;43.933333;3.8
Montpellier;43.6;3.883333
Montpeyroux;43.683333;3.5
Moulès-et-Baucels;43.95;3.716667
Mourèze;43.616667;3.366667
Murles;43.683333;3.766667
Murviel-lès-Montpellier;43.616667;3.733333
Nébian;43.6;3.433333
Notre-Dame-de-Londres;43.816667;3.783333
Octon;43.65;3.3
Olmet-et-Villecun;43.716667;3.316667
Paulhan;43.533333;3.45
Pégairolles-de-Buèges;43.8;3.583333
Pégairolles-de-l'Escalette;;
Pignan;43.583333;3.766667
Plaissan;43.55;3.533333
Popian;43.616667;3.533333
Poujols;43.766667;3.333333
Pouzols;43.616667;3.5
Prades-le-Lez;43.7;3.866667
Puéchabon;43.716667;3.616667
Puilacher;43.566667;3.5
Romiguières;43.816667;3.233333
Roqueredonde;43.8;3.216667
Rouet;;
Saint-André-de-Buèges;;
Saint-André-de-Sangonis;43.65;3.5
Saint-Bauzille-de-la-Sylve;43.616667;3.55
Saint-Bauzille-de-Montmel;43.766667;3.95
Saint-Bauzille-de-Putois;43.9;3.733333
Saint-Clément-de-Rivière;;
Sainte-Croix-de-Quintillargues;;
Saint-Etienne-de-Gourgas;43.766667;3.383333
Saint-Félix-de-l'Héras;43.833333;3.3
Saint-Félix-de-Lodez;43.65;3.45
Saint-Gély-du-Fesc;43.7;3.8
Saint-Georges-d'Orques;43.616667;3.783333
Saint-Guilhem-le-Désert;43.733333;3.55
Saint-Guiraud;43.683333;3.45
Saint-Jean-de-Buèges;43.833333;3.616667
Saint-Jean-de-Cuculles;43.75;3.833333
Saint-Jean-de-Fos;43.7;3.55
Saint-Jean-de-la-Blaquière;43.7;3.416667
Saint-Jean-de-Védas;43.583333;3.833333
Saint-Martin-de-Londres;43.783333;3.733333
Saint-Mathieu-de-Tréviers;43.766667;3.85
Saint-Maurice-Navacelles;43.833333;3.5
Saint-Michel;43.85;3.383333
Saint-Pargoire;43.533333;3.516667
Saint-Paul-et-Valmalle;43.633333;3.666667
Saint-Pierre-de-la-Fage;43.783333;3.416667
Saint-Privat;43.75;3.416667
Saint-Saturnin-de-Lucian;;
Saint-Vincent-de-Barbeyrargues;;
Salasc;43.616667;3.316667
Saussan;43.583333;3.8
Sauteyrargues;43.833333;3.916667
Sorbs;43.883333;3.4
Soubès;43.766667;3.35
Soumont;43.733333;3.366667
Tressan;43.566667;3.5
Usclas-du-Bosc;43.716667;3.4
Vacquières;;
Vailhauquès;43.666667;3.716667
Valflaunès;43.8;3.866667
Valmascle;43.6;3.3
Vendémian;43.583333;3.566667
Villeneuvette;43.616667;3.416667
Viols-en-Laval;;
Viols-le-Fort;43.75;3.7
Abeilhan;43.45;3.3
Adissan;43.533333;3.433333
Agel;43.333333;2.85
Aigne;43.333333;2.816667
Aigues-Vives;43.333333;2.816667
Alignan-du-Vent;43.466667;3.35
Assignan;43.4;2.883333
Aumes;43.466667;3.466667
Autignac;43.5;3.166667
Azillanet;43.316667;2.75
Babeau-Bouldoux;43.433333;2.9
Beaufort;43.3;2.766667
Bédarieux;43.616667;3.15
Berlou;43.483333;2.95
Boisset;;
Cabrerolles;43.533333;3.133333
Cabrières;43.583333;3.366667
Cambon-et-Salvergues;43.616667;2.866667
Camplong;43.666667;3.133333
Capestang;43.333333;3.033333
Carlencas-et-Levas;43.633333;3.233333
Cassagnoles;43.383333;2.616667
Castanet-le-Haut;43.666667;2.966667
Castelnau-de-Guers;43.433333;3.433333
Causses-et-Veyran;43.466667;3.083333
Caussiniojouls;43.55;3.15
Caux;43.5;3.366667
Cazedarnes;43.416667;3.033333
Cazouls-d'Hérault;43.483333;3.466667
Cébazan;43.4;2.983333
Cessenon-sur-Orb;;
Cesseras;43.333333;2.716667
Colombières-sur-Orb;;
Combes;43.6;3.066667
Coulobres;43.45;3.283333
Courniou;43.466667;2.733333
Creissan;43.366667;3.016667
Cruzy;43.35;2.95
Espondeilhan;43.433333;3.266667
Faugères;43.566667;3.183333
Félines-Minervois;43.333333;2.6
Ferrals-les-Montagnes;43.4;2.633333
Ferrières-Poussarou;43.483333;2.883333
Florensac;43.383333;3.45
Fontès;43.533333;3.366667
Fos;43.566667;3.25
Fouzilhon;43.5;3.25
Fraisse-sur-Agout;43.6;2.816667
Gabian;43.5;3.266667
Graissessac;43.666667;3.083333
Hérépian;43.6;3.116667
La Caunette;43.35;2.783333
La Livinière;43.316667;2.633333
Lamalou-les-Bains;43.6;3.066667
La Salvetat-sur-Agout;;
La Tour-sur-Orb;43.65;3.15
Laurens;43.516667;3.2
Le Poujol-sur-Orb;43.583333;3.05
Le Pradal;43.633333;3.116667
Les Aires;43.583333;3.116667
Le Soulié;43.55;2.716667
Lézignan-la-Cèbe;43.5;3.433333
Lieuran-Cabrières;43.583333;3.433333
Magalas;43.466667;3.216667
Margon;43.483333;3.316667
Maureilhan;;
Minerve;43.35;2.75
Mons;;
Montady;43.333333;3.116667
Montagnac;43.483333;3.483333
Montblanc;43.4;3.366667
Montels;43.3;3.033333
Montesquieu;43.566667;3.266667
Montouliers;43.333333;2.9
Murviel-lès-Béziers;;
Neffiès;43.533333;3.333333
Nézignan-l'Evêque;43.416667;3.416667
Nissan-lez-Enserune;43.283333;3.133333
Nizas;43.516667;3.416667
Olargues;43.55;2.916667
Olonzac;43.266667;2.733333
Oupia;43.283333;2.766667
Pailhès;43.433333;3.183333
Pardailhan;43.45;2.85
Péret;43.583333;3.416667
Pézenas;43.45;3.416667
Pézènes-les-Mines;43.583333;3.25
Pierrerue;43.433333;2.966667
Pinet;43.4;3.516667
Poilhes;43.316667;3.083333
Pomérols;43.4;3.5
Pouzolles;43.483333;3.266667
Prades-sur-Vernazobre;43.45;2.983333
Prémian;43.533333;2.833333
Puimisson;43.433333;3.2
Puissalicon;43.45;3.233333
Puisserguier;43.366667;3.033333
Quarante;43.35;2.966667
Rieussec;43.416667;2.75
Riols;43.5;2.783333
Roquebrun;43.5;3.016667
Roquessels;43.55;3.216667
Rosis;43.616667;3
Roujan;43.516667;3.3
Saint-Chinian;43.416667;2.95
Saint-Etienne-d'Albagnan;43.533333;2.85
Saint-Etienne-Estréchoux;43.666667;3.083333
Saint-Geniès-de-Fontedit;;
Saint-Geniès-de-Varensal;43.666667;3
Saint-Gervais-sur-Mare;43.65;3.033333
Saint-Jean-de-Minervois;43.383333;2.833333
Saint-Julien;43.566667;2.916667
Saint-Martin-de-l'Arçon;43.583333;2.983333
Saint-Nazaire-de-Ladarez;43.5;3.083333
Saint-Pons-de-Mauchiens;43.516667;3.516667
Saint-Pons-de-Thomières;;
Saint-Thibéry;43.4;3.416667
Saint-Vincent-d'Olargues;;
Servian;43.416667;3.3
Siran;43.316667;2.666667
Taussac-la-Billière;43.616667;3.1
Thézan-lès-Béziers;43.416667;3.166667
Tourbes;43.45;3.383333
Usclas-d'Hérault;;
Vailhan;43.55;3.3
Valros;43.416667;3.366667
Vélieux;43.383333;2.75
Verreries-de-Moussans;43.45;2.7
Vieussan;43.533333;2.983333
Villemagne-l'Argentière;;
Villespassans;43.383333;2.9
Bassan;43.4;3.25
Béziers;43.35;3.25
Boujan-sur-Libron;43.366667;3.25
Cazouls-lès-Béziers;43.383333;3.1
Cers;43.316667;3.3
Colombiers;43.316667;3.133333
Corneilhan;43.4;3.183333
Lespignan;43.266667;3.166667
Lieuran-lès-Béziers;43.416667;3.233333
Lignan-sur-Orb;43.383333;3.183333
Maraussan;43.366667;3.15
Portiragnes;43.3;3.333333
Sauvian;43.3;3.266667
Sérignan;43.283333;3.283333
Valras-Plage;43.25;3.283333
Vendres;43.266667;3.216667
Villeneuve-lès-Béziers;43.316667;3.266667
Agde;43.316667;3.466667
Balaruc-les-Bains;43.433333;3.666667
Balaruc-le-Vieux;43.45;3.683333
Bessan;43.366667;3.416667
Bouzigues;43.45;3.65
Frontignan;43.45;3.75
Gigean;43.5;3.7
Loupian;43.45;3.616667
Marseillan;43.35;3.533333
Mèze;43.416667;3.6
Mireval;43.5;3.8
Montbazin;43.516667;3.683333
Poussan;43.483333;3.666667
Sète;43.4;3.683333
Vias;43.3;3.416667
Vic-la-Gardiole;43.483333;3.8
Villeneuve-lès-Maguelone;;
Villeveyrac;43.5;3.6
Chantepie;48.083333;-1.616667
Rennes;48.083333;-1.683333
Saint-Jacques-de-la-Lande;48.066667;-1.716667
Vern-sur-Seiche;48.05;-1.6
Vezin-le-Coquet;48.116667;-1.75
Andouillé-Neuville;48.3;-1.583333
Aubigné;48.3;-1.633333
Betton;48.183333;-1.65
Bonnemain;48.466667;-1.766667
Chevaigné;48.216667;-1.633333
Combourg;48.416667;-1.75
Cuguen;48.45;-1.65
Dingé;48.35;-1.716667
Feins;48.333333;-1.633333
Gahard;48.3;-1.516667
Guipel;48.3;-1.716667
Hédé;48.3;-1.8
La Baussaine;48.316667;-1.9
La Chapelle-aux-Filtzméens;;
La Chapelle-des-Fougeretz;;
La Mézière;48.216667;-1.75
Langouet;48.25;-1.816667
Lanhélin;48.45;-1.833333
Lanrigan;48.4;-1.7
Longaulnay;48.3;-1.933333
Lourmais;48.45;-1.733333
Meillac;48.416667;-1.816667
Melesse;48.216667;-1.7
Montgermont;48.15;-1.716667
Montreuil-le-Gast;48.25;-1.716667
Montreuil-sur-Ille;48.3;-1.666667
Mouazé;48.233333;-1.6
Plesder;48.416667;-1.916667
Pleugueneuc;48.4;-1.9
Québriac;48.35;-1.833333
Rennes;48.083333;-1.683333
Romazy;48.366667;-1.5
Saint-Aubin-d'Aubigné;48.25;-1.6
Saint-Domineuc;48.366667;-1.866667
Saint-Germain-sur-Ille;48.25;-1.666667
Saint-Gondran;48.266667;-1.833333
Saint-Grégoire;48.15;-1.683333
Saint-Léger-des-Prés;48.4;-1.65
Saint-Médard-sur-Ille;48.266667;-1.666667
Saint-Pierre-de-Plesguen;48.45;-1.916667
Saint-Thual;48.333333;-1.933333
Sens-de-Bretagne;48.333333;-1.55
Tinténiac;48.316667;-1.85
Trémeheuc;48.433333;-1.7
Tressé;48.483333;-1.883333
Trévérien;48.366667;-1.933333
Trimer;48.333333;-1.883333
Vieux-Vy-sur-Couesnon;48.35;-1.483333
Vignoc;48.25;-1.783333
Bécherel;48.3;-1.95
Bédée;48.183333;-1.95
Bléruais;48.116667;-2.133333
Boisgervilly;48.166667;-2.066667
Breteil;48.15;-1.9
Cardroc;48.283333;-1.883333
Chavagne;48.05;-1.783333
Cintré;48.1;-1.866667
Clayes;48.183333;-1.85
Gaël;48.133333;-2.233333
Gévezé;48.216667;-1.783333
Iffendic;48.133333;-2.033333
Irodouër;48.25;-1.95
La Chapelle-Chaussée;48.266667;-1.85
La Chapelle-du-Lou;48.216667;-2
La Chapelle-Thouarault;48.133333;-1.866667
Landujan;48.25;-2
Langan;48.25;-1.85
La Nouaye;48.15;-1.983333
Le Crouais;48.2;-2.133333
Le Lou-du-Lac;48.2;-1.983333
Le Rheu;48.1;-1.8
Les Iffs;48.283333;-1.866667
Le Verger;48.06958;-1.93374
L'Hermitage;48.133333;-1.816667
Médréac;48.266667;-2.066667
Miniac-sous-Bécherel;48.283333;-1.933333
Montauban-de-Bretagne;48.2;-2.05
Montfort-sur-Meu;48.133333;-1.966667
Mordelles;48.066667;-1.85
Muel;;
Pacé;48.15;-1.766667
Parthenay-de-Bretagne;48.2;-1.833333
Pleumeleuc;48.183333;-1.916667
Quédillac;48.25;-2.15
Rennes;48.083333;-1.683333
Romillé;48.216667;-1.9
Saint-Brieuc-des-Iffs;48.3;-1.85
Saint-Gilles;48.15;-1.833333
Saint-Gonlay;48.116667;-2.066667
Saint-Malon-sur-Mel;;
Saint-Maugan;48.133333;-2.083333
Saint-Méen-le-Grand;48.183333;-2.2
Saint-M'Hervon;48.233333;-2.05
Saint-Onen-la-Chapelle;48.166667;-2.166667
Saint-Pern;48.283333;-1.983333
Saint-Uniac;48.166667;-2.033333
Talensac;48.1;-1.933333
Bain-de-Bretagne;47.833333;-1.683333
Bains-sur-Oust;47.7;-2.066667
Baulon;47.983333;-1.933333
Bourgbarré;48;-1.616667
Bourg-des-Comptes;47.933333;-1.75
Bovel;47.95;-1.983333
Bréal-sous-Montfort;48.05;-1.866667
Bruc-sur-Aff;47.816667;-2.016667
Bruz;48.033333;-1.75
Campel;47.933333;-2
Chanteloup;47.966667;-1.616667
Chartres-de-Bretagne;48.05;-1.7
Comblessac;47.866667;-2.083333
Crévin;47.933333;-1.666667
Ercé-en-Lamée;47.833333;-1.566667
Goven;48;-1.85
Grand-Fougeray;47.716667;-1.733333
Guichen;47.966667;-1.8
Guignen;47.916667;-1.85
Guipry;47.816667;-1.833333
La Bosse-de-Bretagne;47.866667;-1.6
La Chapelle-Bouëxic;47.933333;-1.933333
La Chapelle-de-Brain;;
La Couyère;47.883333;-1.5
La Dominelais;47.766667;-1.683333
Laillé;47.983333;-1.716667
Lalleu;47.85;-1.516667
Langon;47.716667;-1.85
La Noë-Blanche;47.8;-1.733333
Lassy;47.983333;-1.866667
Le Petit-Fougeray;47.933333;-1.6
Les Brulais;47.883333;-2.033333
Le Sel-de-Bretagne;;
Lieuron;47.85;-1.95
Lohéac;47.866667;-1.883333
Loutehel;47.933333;-2.083333
Maure-de-Bretagne;47.9;-1.983333
Maxent;47.983333;-2.033333
Mernel;47.9;-1.966667
Messac;47.816667;-1.8
Monterfil;48.066667;-1.983333
Noyal-Châtillon-sur-Seiche;;
Orgères;48;-1.666667
Paimpont;48.016667;-2.183333
Pancé;47.883333;-1.666667
Pipriac;47.816667;-1.95
Pléchâtel;47.9;-1.75
Plélan-le-Grand;48;-2.1
Poligné;47.883333;-1.683333
Pont-Péan;;
Redon;47.65;-2.083333
Renac;47.716667;-1.983333
Sainte-Anne-sur-Vilaine;47.733333;-1.816667
Sainte-Marie;47.7;-2
Saint-Erblon;48.016667;-1.65
Saint-Ganton;47.75;-1.883333
Saint-Just;47.766667;-1.966667
Saint-Malo-de-Phily;47.866667;-1.783333
Saint-Péran;48.05;-2.05
Saint-Séglin;47.85;-2
Saint-Senoux;47.9;-1.783333
Saint-Sulpice-des-Landes;;
Saint-Thurial;48.033333;-1.933333
Saulnières;47.916667;-1.583333
Sixt-sur-Aff;47.783333;-2.083333
Teillay;47.8;-1.533333
Treffendel;48.033333;-2
Tresboeuf;47.883333;-1.55
Acigné;48.133333;-1.533333
Amanlis;48;-1.483333
Arbrissel;47.933333;-1.3
Argentré-du-Plessis;48.066667;-1.15
Availles-sur-Seiche;47.966667;-1.2
Bais;48.016667;-1.283333
Balazé;48.166667;-1.183333
Boistrudan;47.966667;-1.4
Bréal-sous-Vitré;48.1;-1.066667
Brécé;48.116667;-1.483333
Brie;47.95;-1.533333
Brielles;48.016667;-1.083333
Cesson-Sévigné;48.125;-1.6
Champeaux;48.15;-1.316667
Chancé;48.033333;-1.383333
Châteaubourg;48.116667;-1.4
Châteaugiron;48.05;-1.5
Châtillon-en-Vendelais;48.216667;-1.166667
Chelun;47.85;-1.216667
Coësmes;47.883333;-1.433333
Cornillé;48.083333;-1.3
Corps-Nuds;47.983333;-1.583333
Domagné;48.083333;-1.383333
Domalain;48;-1.25
Domloup;;
Drouges;47.9;-1.266667
Eancé;47.816667;-1.25
Erbrée;48.1;-1.116667
Essé;47.966667;-1.416667
Etrelles;48.066667;-1.183333
Forges-la-Forêt;47.866667;-1.266667
Gennes-sur-Seiche;47.983333;-1.116667
Janzé;47.966667;-1.5
La Chapelle-Erbrée;48.133333;-1.1
La Guerche-de-Bretagne;47.933333;-1.233333
Landavran;48.15;-1.283333
La Selle-Guerchaise;47.95;-1.166667
Le Pertre;48.033333;-1.033333
Le Theil-de-Bretagne;47.916667;-1.433333
Louvigné-de-Bais;48.05;-1.333333
Marcillé-Robert;47.95;-1.366667
Marpiré;48.133333;-1.333333
Martigné-Ferchaud;47.833333;-1.316667
Mecé;48.233333;-1.3
Mondevert;48.083333;-1.1
Montautour;48.2;-1.15
Montreuil-des-Landes;48.25;-1.216667
Montreuil-sous-Pérouse;48.15;-1.233333
Moulins;48;-1.366667
Moussé;47.933333;-1.266667
Moutiers;47.966667;-1.216667
Nouvoitou;48.05;-1.55
Noyal-sur-Vilaine;48.116667;-1.516667
Ossé;48.05;-1.45
Piré-sur-Seiche;48;-1.433333
Pocé-les-Bois;48.116667;-1.25
Princé;48.216667;-1.083333
Rannée;47.916667;-1.233333
Rennes;48.083333;-1.683333
Retiers;47.916667;-1.383333
Saint-Armel;48.016667;-1.583333
Saint-Aubin-des-Landes;48.1;-1.3
Saint-Aubin-du-Pavail;48.05;-1.466667
Saint-Christophe-des-Bois;48.233333;-1.25
Saint-Didier;48.1;-1.366667
Sainte-Colombe;47.883333;-1.45
Saint-Germain-du-Pinel;48.016667;-1.166667
Saint-Jean-sur-Vilaine;48.116667;-1.366667
Saint-M'Hervé;48.183333;-1.116667
Servon-sur-Vilaine;48.116667;-1.45
Taillis;48.183333;-1.233333
Thourie;47.85;-1.483333
Torcé;48.066667;-1.266667
Val-d'Izé;48.183333;-1.3
Vergéal;48.033333;-1.266667
Visseiche;47.95;-1.3
Vitré;48.133333;-1.2
Antrain;48.45;-1.483333
Baillé;48.35;-1.383333
Bazouges-la-Pérouse;48.416667;-1.583333
Beaucé;48.333333;-1.166667
Billé;48.283333;-1.25
Chasné-sur-Illet;48.25;-1.566667
Chauvigné;48.383333;-1.466667
Coglès;48.466667;-1.366667
Combourtillé;48.266667;-1.25
Dompierre-du-Chemin;48.266667;-1.15
Dourdain;48.183333;-1.366667
Ercé-près-Liffré;48.25;-1.5
Fleurigné;48.333333;-1.116667
Fougères;48.35;-1.2
Gosné;48.25;-1.466667
Javené;48.316667;-1.216667
La Bazouge-du-Désert;;
La Bouëxière;48.183333;-1.433333
La Chapelle-Janson;48.35;-1.1
La Chapelle-Saint-Aubert;48.316667;-1.3
La Fontenelle;48.466667;-1.5
Laignelet;48.366667;-1.15
Landéan;48.416667;-1.15
La Selle-en-Coglès;48.433333;-1.35
La Selle-en-Luitré;48.3;-1.133333
Le Châtellier;;
Lécousse;48.366667;-1.216667
Le Ferré;48.5;-1.3
Le Loroux;48.4;-1.066667
Le Tiercent;48.35;-1.4
Liffré;48.216667;-1.5
Livré-sur-Changeon;48.216667;-1.35
Louvigné-du-Désert;48.483333;-1.133333
Luitré;48.283333;-1.116667
Marcillé-Raoul;48.383333;-1.6
Mellé;48.5;-1.2
Mézières-sur-Couesnon;48.3;-1.45
Monthault;48.516667;-1.183333
Montours;48.45;-1.3
Noyal-sous-Bazouges;48.416667;-1.633333
Parcé;48.266667;-1.2
Parigné;48.433333;-1.2
Poilley;48.466667;-1.266667
Rimou;;
Romagné;48.35;-1.283333
Saint-Aubin-du-Cormier;48.266667;-1.4
Saint-Brice-en-Coglès;48.4;-1.366667
Saint-Christophe-de-Valains;48.35;-1.45
Saint-Etienne-en-Coglès;48.4;-1.333333
Saint-Georges-de-Chesné;48.266667;-1.283333
Saint-Georges-de-Reintembault;;
Saint-Germain-en-Coglès;48.4;-1.25
Saint-Hilaire-des-Landes;48.35;-1.35
Saint-Jean-sur-Couesnon;48.283333;-1.366667
Saint-Marc-le-Blanc;48.366667;-1.4
Saint-Marc-sur-Couesnon;48.3;-1.366667
Saint-Ouen-des-Alleux;48.333333;-1.416667
Saint-Ouen-la-Rouërie;;
Saint-Rémy-du-Plain;48.366667;-1.566667
Saint-Sauveur-des-Landes;48.333333;-1.316667
Saint-Sulpice-la-Forêt;48.216667;-1.583333
Thorigné-Fouillard;;
Tremblay;48.416667;-1.466667
Vendel;48.3;-1.316667
Villamée;48.466667;-1.216667
Baguer-Morvan;48.533333;-1.783333
Baguer-Pican;48.55;-1.7
Broualan;48.466667;-1.65
Cancale;48.683333;-1.85
Châteauneuf-d'Ille-et-Vilaine;;
Cherrueix;48.6;-1.7
Dinard;48.633333;-2.066667
Dol-de-Bretagne;48.55;-1.75
Epiniac;48.5;-1.7
Hirel;48.6;-1.8
La Boussac;48.516667;-1.666667
La Fresnais;48.6;-1.85
La Gouesnière;48.616667;-1.9
La Richardais;48.6;-2.033333
La Ville-ès-Nonais;48.55;-1.95
Le Minihic-sur-Rance;48.583333;-2.016667
Le Tronchet;48.483333;-1.833333
Le Vivier-sur-Mer;48.6;-1.783333
