nom_commune;latitude;longitude
Saint-Loup;46.133333;2.266667
Saint-Maixant;46;2.2
Saint-Marc-à-Frongier;45.933333;2.116667
Saint-Marc-à-Loubaud;45.85;2
Saint-Marien;46.416667;2.233333
Saint-Martial-le-Mont;46.05;2.083333
Saint-Martial-le-Vieux;45.666667;2.283333
Saint-Martin-Château;45.866667;1.8
Saint-Maurice-près-Crocq;45.866667;2.333333
Saint-Médard-la-Rochette;;
Saint-Merd-la-Breuille;45.75;2.433333
Saint-Michel-de-Veisse;45.95;2.05
Saint-Moreil;45.85;1.683333
Saint-Oradoux-de-Chirouze;45.733333;2.333333
Saint-Oradoux-près-Crocq;45.883333;2.4
Saint-Pardoux-d'Arnet;45.883333;2.333333
Saint-Pardoux-le-Neuf;45.933333;2.233333
Saint-Pardoux-les-Cards;46.083333;2.116667
Saint-Pardoux-Morterolles;;
Saint-Pierre-Bellevue;45.916667;1.883333
Saint-Pierre-le-Bost;46.4;2.266667
Saint-Priest;46.083333;2.333333
Saint-Quentin-la-Chabanne;45.866667;2.166667
Saint-Silvain-Bas-le-Roc;46.333333;2.233333
Saint-Silvain-Bellegarde;;
Saint-Silvain-sous-Toulx;46.266667;2.166667
Saint-Sulpice-les-Champs;46.15;2.016667
Saint-Yrieix-la-Montagne;45.883333;2.033333
Saint-Yrieix-les-Bois;46.1;1.966667
Sannat;46.116667;2.4
Sardent;46.05;1.85
Sermur;45.983333;2.433333
Soumans;46.3;2.316667
Sous-Parsat;46.05;1.966667
Tardes;46.133333;2.333333
Tercillat;46.416667;2.05
Thauron;46;1.816667
Toulx-Sainte-Croix;46.283333;2.216667
Trois-Fonds;;
Vallière;45.9;2.033333
Verneiges;46.266667;2.333333
Vidaillat;45.966667;1.916667
Viersat;46.283333;2.433333
Vigeville;46.166667;2.066667
Annesse-et-Beaulieu;45.166667;0.55
Beaupouyet;45;0.266667
Beauronne;45.1;0.383333
Bourgnac;45.016667;0.4
Champcevinel;45.216667;0.733333
Chancelade;45.2;0.666667
Chantérac;45.183333;0.45
Château-l'Evêque;45.25;0.683333
Coulounieix-Chamiers;45.166667;0.7
Coursac;45.133333;0.633333
Douzillac;45.083333;0.416667
Echourgnac;45.116667;0.233333
Eygurande-et-Gardedeuil;45.066667;0.133333
Grignols;;
Jaure;;
La Chapelle-Gonaguet;45.233333;0.616667
Léguillac-de-l'Auche;;
Le Pizou;45.016667;0.066667
Manzac-sur-Vern;45.083333;0.583333
Marsac-sur-l'Isle;;
Ménesplet;45.016667;0.116667
Mensignac;45.216667;0.566667
Montpon-Ménestérol;45;0.166667
Montrem;45.133333;0.6
Mussidan;45.033333;0.366667
Neuvic;45.1;0.466667
Périgueux;45.183333;0.716667
Razac-sur-l'Isle;45.166667;0.616667
Saint-André-de-Double;45.15;0.316667
Saint-Aquilin;45.183333;0.5
Saint-Astier;;
Saint-Barthélemy-de-Bellegarde;;
Saint-Etienne-de-Puycorbier;45.1;0.333333
Saint-Front-de-Pradoux;45.05;0.35
Saint-Germain-du-Salembre;45.133333;0.45
Saint-Jean-d'Ataux;;
Saint-Laurent-des-Hommes;45.033333;0.25
Saint-Léon-sur-l'Isle;45.116667;0.5
Saint-Louis-en-l'Isle;45.066667;0.4
Saint-Martial-d'Artenset;45.016667;0.183333
Saint-Martin-l'Astier;45.05;0.333333
Saint-Médard-de-Mussidan;45.033333;0.35
Saint-Michel-de-Double;45.083333;0.283333
Saint-Sauveur-Lalande;44.983333;0.233333
Saint-Séverin-d'Estissac;45.05;0.483333
Saint-Vincent-de-Connezac;45.166667;0.4
Sourzac;45.05;0.4
Trélissac;45.183333;0.783333
Vallereuil;45.066667;0.516667
Alles-sur-Dordogne;44.85;0.866667
Badefols-sur-Dordogne;44.85;0.8
Baneuil;44.85;0.683333
Bardou;44.733333;0.683333
Bayac;44.8;0.733333
Beaumont;;
Beauregard-et-Bassac;44.983333;0.633333
Beleymas;44.983333;0.5
Bergerac;44.85;0.483333
Biron;;
Boisse;44.716667;0.65
Bonneville-et-Saint-Avit-de-Fumadières;;
Bosset;44.95;0.35
Bouillac;44.766667;0.9
Bouniagues;44.75;0.533333
Bourniquel;44.8;0.85
Calès;44.85;0.816667
Campsegret;44.933333;0.566667
Capdrot;44.683333;0.916667
Carsac-de-Gurson;44.95;0.1
Cause-de-Clérans;44.866667;0.666667
Clermont-de-Beauregard;44.95;0.65
Colombier;44.766667;0.533333
Conne-de-Labarde;44.783333;0.55
Cours-de-Pile;44.833333;0.55
Couze-et-Saint-Front;44.833333;0.7
Creysse;44.85;0.566667
Cunèges;44.783333;0.366667
Douville;45;0.583333
Eglise-Neuve-d'Issac;44.983333;0.433333
Eymet;44.666667;0.4
Faurilles;44.7;0.7
Faux;;
Flaugeac;44.75;0.45
Fonroque;44.7;0.416667
Fougueyrolles;44.866667;0.166667
Fraisse;44.933333;0.3
Gageac-et-Rouillac;44.8;0.341667
Gardonne;44.833333;0.35
Gaugeac;44.666667;0.883333
Ginestet;44.916667;0.433333
Issac;45.016667;0.45
Issigeac;44.733333;0.6
Labouquerie;44.733333;0.8
La Force;44.866667;0.366667
Lalinde;44.833333;0.733333
Lamonzie-Montastruc;44.9;0.583333
Lamonzie-Saint-Martin;44.85;0.383333
Lamothe-Montravel;44.85;0.033333
Lanquais;44.816667;0.666667
Lavalade;;
Laveyssière;;
Le Buisson-de-Cadouin;;
Le Fleix;44.866667;0.25
Lembras;44.883333;0.533333
Les Lèches;44.983333;0.383333
Liorac-sur-Louyre;;
Lolme;44.716667;0.85
Lunas;44.916667;0.4
Marsalès;44.7;0.9
Maurens;44.933333;0.483333
Mauzac-et-Grand-Castang;44.866667;0.783333
Mescoules;44.75;0.416667
Minzac;44.966667;0.05
Molières;44.8;0.833333
Monbazillac;44.783333;0.5
Monestier;44.766667;0.316667
Monfaucon;44.916667;0.241667
Monmadalès;44.766667;0.616667
Monmarvès;44.7;0.6
Monpazier;44.683333;0.9
Monsac;44.783333;0.7
Monsaguel;44.733333;0.583333
Montagnac-la-Crempse;44.983333;0.55
Montaut;;
Montazeau;44.883333;0.15
Montcaret;44.85;0.066667
Montferrand-du-Périgord;44.75;0.866667
Montpeyroux;44.916667;0.066667
Mouleydier;44.85;0.6
Moulin-Neuf;45.016667;0.066667
Nastringues;44.866667;0.166667
Naussannes;44.75;0.733333
Nojals-et-Clotte;;
Plaisance;44.708333;0.566667
Pomport;44.783333;0.416667
Pontours;44.833333;0.766667
Port-Sainte-Foy-et-Ponchapt;;
Pressignac-Vicq;;
Prigonrieux;44.85;0.4
Queyssac;44.9;0.55
Rampieux;44.716667;0.8
Razac-de-Saussignac;44.8;0.283333
Razac-d'Eymet;44.683333;0.483333
Ribagnac;44.766667;0.5
Rouffignac-de-Sigoulès;44.783333;0.45
Sadillac;44.733333;0.483333
Saint-Agne;;
Saint-Antoine-de-Breuilh;44.833333;0.166667
Saint-Aubin-de-Cadelech;44.683333;0.5
Saint-Aubin-de-Lanquais;44.783333;0.583333
Saint-Avit-Rivière;44.75;0.883333
Saint-Avit-Sénieur;44.766667;0.816667
Saint-Capraise-de-Lalinde;44.85;0.65
Saint-Capraise-d'Eymet;44.7;0.5
Saint-Cassien;44.683333;0.85
Saint-Cernin-de-Labarde;44.766667;0.566667
Sainte-Croix;;
Sainte-Eulalie-d'Eymet;44.7;0.366667
Sainte-Innocence;44.716667;0.4
Sainte-Radegonde;;
Sainte-Sabine-Born;;
Saint-Félix-de-Villadeix;44.916667;0.683333
Saint-Georges-Blancaneix;;
Saint-Georges-de-Montclard;;
Saint-Géraud-de-Corps;44.95;0.216667
Saint-Germain-et-Mons;44.841667;0.591667
Saint-Géry;44.983333;0.316667
Saint-Hilaire-d'Estissac;45.016667;0.516667
Saint-Jean-d'Estissac;45.033333;0.516667
Saint-Jean-d'Eyraud;44.95;0.45
Saint-Julien-de-Crempse;44.95;0.533333
Saint-Julien-d'Eymet;44.716667;0.433333
Saint-Laurent-des-Vignes;44.816667;0.45
Saint-Léon-d'Issigeac;44.716667;0.683333
Saint-Marcel-du-Périgord;44.916667;0.716667
Saint-Marcory;44.716667;0.933333
Saint-Martin-de-Gurson;;
Saint-Martin-des-Combes;44.95;0.6
Saint-Méard-de-Gurçon;44.9;0.183333
Saint-Michel-de-Montaigne;44.866667;0.033333
Saint-Nexans;44.8;0.55
Saint-Perdoux;44.733333;0.533333
Saint-Pierre-d'Eyraud;44.85;0.316667
Saint-Rémy;44.95;0.166667
Saint-Romain-de-Monpazier;44.716667;0.883333
Saint-Sauveur;;
Saint-Seurin-de-Prats;44.833333;0.083333
Saint-Vivien;;
Saussignac;44.816667;0.333333
Serres-et-Montguyard;;
Sigoulès;44.75;0.416667
Singleyrac;44.733333;0.466667
Soulaures;44.65;0.916667
Thénac;44.75;0.333333
Urval;44.816667;0.933333
Varennes;44.833333;0.666667
Vélines;44.85;0.116667
Verdon;44.8;0.633333
Vergt-de-Biron;44.633333;0.841667
Villamblard;45.016667;0.55
Villefranche-de-Lonchat;;
Abjat-sur-Bandiat;;
Agonac;45.283333;0.75
Allemans;;
Angoisse;45.416667;1.133333
Anlhiac;45.316667;1.133333
Antonne-et-Trigonant;45.216667;0.833333
Augignac;45.583333;0.7
Beaussac;45.5;0.5
Bertric-Burée;45.3;0.35
Biras;45.283333;0.633333
Bourdeilles;45.316667;0.6
Bourg-des-Maisons;45.333333;0.433333
Bourg-du-Bost;45.266667;0.25
Bouteilles-Saint-Sébastien;45.333333;0.3
Brantôme;45.366667;0.65
Bussac;45.266667;0.6
Busserolles;45.683333;0.633333
Bussière-Badil;45.65;0.6
Cantillac;45.4;0.65
Celles;45.3;0.416667
Cercles;45.366667;0.45
Chaleix;45.516667;0.916667
Champagnac-de-Belair;45.4;0.7
Champagne-et-Fontaine;45.416667;0.316667
Champeaux-et-la-Chapelle-Pommier;;
Champniers-et-Reilhac;;
Champs-Romain;45.533333;0.783333
Chapdeuil;45.333333;0.483333
Chassaignes;45.25;0.25
Chenaud;45.216667;0.1
Cherval;45.4;0.366667
Clermont-d'Excideuil;45.366667;1.05
Comberanche-et-Epeluche;45.283333;0.266667
Condat-sur-Trincou;45.383333;0.716667
Connezac;45.5;0.516667
Corgnac-sur-l'Isle;45.383333;0.95
Cornille;45.25;0.783333
Coulaures;45.3;0.983333
Coutures;;
Creyssac;45.3;0.55
Cubjac;45.216667;0.933333
Douchapt;45.233333;0.433333
Dussac;45.4;1.083333
Escoire;45.2;0.85
Etouars;45.6;0.633333
Excideuil;45.333333;1.05
Eyvirat;45.316667;0.75
Eyzerac;45.383333;0.916667
Festalemps;45.233333;0.233333
Firbeix;45.6;0.966667
Génis;45.316667;1.166667
Gout-Rossignol;;
Grand-Brassac;45.283333;0.483333
Hautefaye;45.533333;0.483333
Javerlhac-et-la-Chapelle-Saint-Robert;;
Jumilhac-le-Grand;45.483333;1.066667
La Chapelle-Faucher;45.366667;0.75
La Chapelle-Grésignac;45.4;0.333333
La Chapelle-Montabourlet;45.4;0.466667
La Chapelle-Montmoreau;45.45;0.65
La Coquille;45.55;0.983333
La Gonterie-Boulouneix;45.383333;0.6
La Jemaye;45.166667;0.25
Lanouaille;45.383333;1.133333
La Rochebeaucourt-et-Argentine;;
La Roche-Chalais;45.15;0.016667
La Tour-Blanche;45.366667;0.45
Le Bourdeix;45.583333;0.633333
Le Change;45.183333;0.9
Léguillac-de-Cercles;;
Lempzours;45.366667;0.816667
Les Graulges;45.5;0.45
Ligueux;45.3;0.816667
Lisle;45.283333;0.55
Lusignac;45.316667;0.3
Lussas-et-Nontronneau;45.5;0.583333
Mareuil;;
Mayac;45.283333;0.933333
Mialet;45.55;0.9
Milhac-de-Nontron;45.466667;0.783333
Monsec;45.416667;0.533333
Montagrier;45.266667;0.483333
Nanteuil-Auriac-de-Bourzac;;
Nantheuil;45.416667;0.95
Nanthiat;45.4;0.983333
Négrondes;45.35;0.866667
Nontron;45.533333;0.666667
Parcoul;45.2;0.033333
Paussac-et-Saint-Vivien;45.35;0.533333
Payzac;;
Petit-Bersac;45.283333;0.233333
Piégut-Pluviers;45.616667;0.683333
Ponteyraud;45.2;0.233333
Preyssac-d'Excideuil;45.333333;1.1
Puymangou;45.2;0.083333
Puyrenier;45.483333;0.466667
Quinsac;45.433333;0.7
Ribérac;45.25;0.333333
Rudeau-Ladosse;45.483333;0.5
Saint-Antoine-Cumond;45.266667;0.2
Saint-Aulaye;45.2;0.133333
Saint-Barthélemy-de-Bussière;45.633333;0.75
Saint-Crépin-de-Richemont;45.416667;0.6
Saint-Cyr-les-Champagnes;45.383333;1.283333
Sainte-Croix-de-Mareuil;45.466667;0.433333
Saint-Estèphe;;
Sainte-Trie;45.3;1.183333
Saint-Félix-de-Bourdeilles;45.416667;0.566667
Saint-Front-d'Alemps;45.316667;0.783333
Saint-Front-la-Rivière;45.466667;0.733333
Saint-Front-sur-Nizonne;45.483333;0.633333
Saint-Germain-des-Prés;45.333333;0.983333
Saint-Jean-de-Côle;45.416667;0.833333
Saint-Jory-de-Chalais;;
Saint-Jory-las-Bloux;45.366667;0.966667
Saint-Julien-de-Bourdeilles;45.366667;0.583333
Saint-Just;45.333333;0.5
Saint-Martial-d'Albarède;45.333333;1.033333
Saint-Martial-de-Valette;45.516667;0.65
Saint-Martial-Viveyrol;45.35;0.333333
Saint-Martin-de-Fressengeas;45.433333;0.85
Saint-Martin-de-Ribérac;45.233333;0.35
Saint-Martin-le-Pin;45.55;0.616667
Saint-Méard-de-Drône;;
Saint-Médard-d'Excideuil;;
Saint-Mesmin;45.35;1.2
Saint-Pancrace;45.433333;0.666667
Saint-Pantaly-d'Ans;45.25;1
Saint-Pantaly-d'Excideuil;45.316667;1.016667
Saint-Pardoux-de-Drône;;
Saint-Pardoux-la-Rivière;45.5;0.75
Saint-Paul-la-Roche;45.483333;1
Saint-Paul-Lizonne;45.316667;0.266667
Saint-Pierre-de-Côle;45.366667;0.8
Saint-Pierre-de-Frugie;45.583333;1
Saint-Priest-les-Fougères;45.533333;1.016667
Saint-Privat-des-Prés;45.233333;0.216667
Saint-Raphaël;45.3;1.066667
Saint-Romain-et-Saint-Clément;45.433333;0.866667
Saint-Saud-Lacoussière;45.533333;0.816667
Saint-Sulpice-de-Mareuil;45.466667;0.5
Saint-Sulpice-de-Roumagnac;45.2;0.4
Saint-Sulpice-d'Excideuil;45.383333;1
Saint-Victor;45.266667;0.433333
Saint-Vincent-Jalmoutiers;45.2;0.183333
Saint-Vincent-sur-l'Isle;45.25;0.883333
Salagnac;45.316667;1.183333
Sarlande;45.45;1.116667
Sarliac-sur-l'Isle;45.233333;0.883333
Sarrazac;45.433333;1.033333
Savignac-de-Nontron;45.55;0.716667
Savignac-Lédrier;45.366667;1.216667
Savignac-les-Eglises;45.266667;0.916667
Sceau-Saint-Angel;45.483333;0.7
Segonzac;45.2;0.433333
Sencenac-Puy-de-Fourches;45.3;0.7
Servanches;45.15;0.166667
Siorac-de-Ribérac;45.183333;0.35
Sorges;45.3;0.866667
Soudat;45.616667;0.583333
Teyjat;45.583333;0.583333
Thiviers;45.416667;0.916667
Tocane-Saint-Apre;45.25;0.5
Valeuil;45.333333;0.616667
Vanxains;45.216667;0.283333
Varaignes;45.6;0.533333
Vaunac;45.366667;0.866667
Vendoire;45.416667;0.3
Verteillac;45.35;0.366667
Vieux-Mareuil;45.433333;0.5
Villars;45.416667;0.75
Villetoureix;45.266667;0.366667
Ajat;45.15;1.016667
Allas-les-Mines;44.833333;1.066667
Archignac;45.016667;1.3
Atur;45.15;0.75
Aubas;45.083333;1.2
Audrix;44.883333;0.933333
Auriac-du-Périgord;45.1;1.133333
Azerat;45.15;1.116667
Badefols-d'Ans;45.233333;1.2
Bars;45.1;1.066667
Bassilac;;
Beauregard-de-Terrasson;45.15;1.216667
Belvès;44.783333;1
Berbiguières;44.833333;1.033333
Besse;44.666667;1.116667
Beynac-et-Cazenac;44.833333;1.15
Bézenac;44.85;1.1
Blis-et-Born;45.183333;0.9
Boisseuilh;45.283333;1.166667
Borrèze;44.95;1.383333
Boulazac;;
Bourrou;45.05;0.616667
Bouzic;44.733333;1.233333
Breuilh;45.066667;0.75
Brouchaud;45.2;1
Calviac-en-Périgord;;
Campagnac-lès-Quercy;44.683333;1.183333
Campagne;44.9;0.966667
Carlux;44.883333;1.35
Carsac-Aillac;44.833333;1.25
Carves;44.783333;1.066667
Castelnaud-la-Chapelle;;
Castels;44.866667;1.05
Cazoulès;44.866667;1.433333
Cénac-et-Saint-Julien;44.8;1.2
Cendrieux;45;0.833333
Chalagnac;45.1;0.666667
Châtres;45.183333;1.183333
Chavagnac;45.083333;1.366667
Cherveix-Cubas;45.283333;1.116667
Chourgnac;;
Cladech;44.816667;1.066667
Coly;45.083333;1.266667
Condat-sur-Vézère;45.116667;1.233333
Coubjours;45.25;1.25
Coux-et-Bigaroque;;
Creyssensac-et-Pissot;45.083333;0.683333
Daglan;44.733333;1.2
Doissat;44.733333;1.083333
Domme;44.8;1.216667
Eglise-Neuve-de-Vergt;45.083333;0.75
Eyliac;45.166667;0.866667
Fanlac;45.066667;1.1
Fleurac;45.016667;1
Florimont-Gaumier;;
Fossemagne;45.133333;0.983333
Fouleix;44.983333;0.683333
Gabillou;45.2;1.033333
Granges-d'Ans;45.216667;1.116667
Grèzes;45.1;1.366667
Grives;44.766667;1.083333
Groléjac;44.816667;1.3
Grun-Bordas;;
Hautefort;45.25;1.15
Jayac;45.033333;1.333333
Journiac;44.966667;0.9
La Bachellerie;;
La Boissière-d'Ans;45.233333;0.966667
La Cassagne;45.05;1.316667
La Chapelle-Aubareil;45.016667;1.183333
La Chapelle-Saint-Jean;45.2;1.15
Lacropte;45.041667;0.833333
La Dornac;45.083333;1.35
La Douze;45.066667;0.866667
La Feuillade;45.116667;1.4
La Roque-Gageac;44.833333;1.2
Larzac;44.75;1
Lavaur;44.6;1.033333
Le Bugue;44.916667;0.933333
Le Lardin-Saint-Lazare;;
Les Eyzies-de-Tayac-Sireuil;;
Les Farges;45.116667;1.2
Limeuil;44.883333;0.9
Limeyrat;45.166667;0.983333
Loubejac;44.583333;1.1
Manaurie;44.966667;0.983333
Marcillac-Saint-Quentin;44.966667;1.233333
Marnac;44.833333;1.016667
Marquay;44.95;1.15
Marsaneix;45.1;0.783333
Mauzens-et-Miremont;45;0.916667
Mazeyrolles;44.666667;1.016667
Meyrals;44.9;1.05
Milhac-d'Auberoche;45.116667;0.916667
Monplaisant;44.783333;0.983333
Montagnac-d'Auberoche;45.183333;0.95
Montignac;;
Mouzens;44.85;1
Nabirat;44.75;1.283333
Nadaillac;;
Nailhac;45.216667;1.133333
Notre-Dame-de-Sanilhac;45.116667;0.716667
Orliac;44.716667;1.066667
Orliaguet;44.916667;1.35
Paulin;45;1.333333
Paunat;44.9;0.866667
Pazayac;45.116667;1.366667
Peyrignac;45.15;1.166667
Peyrillac-et-Millac;44.883333;1.4
Peyzac-le-Moustier;44.983333;1.083333
Pezuls;44.916667;0.816667
Plazac;45.033333;1.05
Prats-de-Carlux;44.9;1.3
Prats-du-Périgord;44.683333;1.066667
Proissans;44.933333;1.233333
Rouffignac-Saint-Cernin-de-Reilhac;;
Sagelat;44.783333;1
Saint-Amand-de-Belvès;44.766667;1.033333
Saint-Amand-de-Coly;45.066667;1.266667
Saint-Amand-de-Vergt;44.983333;0.7
Saint-André-d'Allas;44.883333;1.183333
Saint-Antoine-d'Auberoche;45.15;0.95
Saint-Aubin-de-Nabirat;44.733333;1.266667
Saint-Avit-de-Vialard;44.95;0.883333
Saint-Cernin-de-l'Herm;44.633333;1.033333
Saint-Chamassy;44.866667;0.916667
Saint-Cirq;44.933333;0.95
Saint-Crépin-d'Auberoche;45.133333;0.9
Saint-Crépin-et-Carlucet;44.966667;1.266667
Saint-Cybranet;44.783333;1.183333
Saint-Cyprien;44.866667;1.033333
Sainte-Alvère;;
Sainte-Eulalie-d'Ans;45.25;1.016667
Sainte-Foy-de-Belvès;44.733333;1.05
Sainte-Foy-de-Longas;44.933333;0.75
Sainte-Marie-de-Chignac;45.133333;0.833333
Sainte-Mondane;44.85;1.333333
Sainte-Nathalène;44.916667;1.25
Sainte-Orse;45.2;1.083333
Saint-Félix-de-Reillac-et-Mortemart;45.033333;0.916667
Saint-Geniès;45;1.25
Saint-Germain-de-Belvès;44.8;1.033333
Saint-Geyrac;45.1;0.933333
Saint-Julien-de-Lampon;44.866667;1.35
Saint-Laurent-des-Bâtons;44.966667;0.75
Saint-Laurent-la-Vallée;44.75;1.116667
Saint-Laurent-sur-Manoire;45.15;0.8
Saint-Léon-sur-Vézère;45.016667;1.1
Saint-Maime-de-Péreyrol;;
Saint-Martial-de-Nabirat;44.733333;1.25
Saint-Michel-de-Villadeix;44.983333;0.716667
Saint-Pardoux-et-Vielvic;44.766667;0.95
Saint-Paul-de-Serre;45.083333;0.616667
Saint-Pierre-de-Chignac;45.133333;0.85
Saint-Pompont;44.716667;1.15
Saint-Rabier;45.166667;1.15
Saint-Vincent-de-Cosse;44.833333;1.1
Saint-Vincent-le-Paluel;44.883333;1.266667
Salignac-Eyvignes;;
Salles-de-Belvès;44.7;1
Salon;45.033333;0.783333
Sarlat-la-Canéda;44.883333;1.216667
Savignac-de-Miremont;44.966667;0.933333
Sergeac;45;1.1
Simeyrols;44.9;1.333333
Siorac-en-Périgord;44.816667;0.983333
Tamniès;44.966667;1.166667
Teillots;45.25;1.216667
Temple-Laguyon;;
Terrasson-Lavilledieu;45,13;1,3
Thenon;45.133333;1.066667
Thonac;45.016667;1.116667
Tourtoirac;45.266667;1.066667
Trémolat;44.883333;0.833333
Tursac;44.966667;1.033333
Valojoulx;45.116667;1.15
Vergt;45.016667;0.716667
Veyrignac;44.833333;1.316667
Veyrines-de-Domme;44.783333;1.116667
Veyrines-de-Vergt;45;0.783333
Vézac;44.833333;1.183333
Villac;45.183333;1.25
Villefranche-du-Périgord;44.633333;1.083333
Vitrac;44.833333;1.25
Abbans-Dessous;47.133333;5.883333
Abbans-Dessus;47.116667;5.883333
Arc-et-Senans;47.033333;5.766667
Audeux;47.266667;5.883333
Auxon-Dessous;47.3;5.95
Auxon-Dessus;47.3;5.966667
Avanne-Aveney;;
Bartherans;47.033333;5.933333
Berthelange;47.2;5.783333
Besançon;47.25;6.033333
Boussières;47.15;5.9
Brères;;
Buffard;47.033333;5.833333
Burgille;47.266667;5.783333
Busy;47.166667;5.95
By;47.016667;5.9
Byans-sur-Doubs;47.116667;5.866667
Cademène;47.1;6.033333
Cessey;47.1;5.916667
Champagney;;
Champvans-les-Moulins;47.25;5.916667
Charnay;47.133333;5.95
Châtillon-sur-Lison;;
Chaucenne;47.283333;5.9
Chay;47.033333;5.866667
Chemaudin;47.216667;5.9
Chenecey-Buillon;47.133333;5.966667
Chevigney-sur-l'Ognon;47.3;5.833333
Chouzelot;47.1;5.9
Corcelles-Ferrières;;
Corcondray;47.233333;5.833333
Courcelles;;
Courchapon;47.266667;5.75
Cussey-sur-Lison;;
Dannemarie-sur-Crète;47.2;5.866667
Echay;47.05;5.95
Ecole-Valentin;;
Emagny;47.316667;5.866667
Epeugney;47.116667;6.033333
Etrabonne;47.233333;5.75
Ferrières-les-Bois;47.2;5.8
Fourg;47.1;5.816667
Franey;47.266667;5.816667
Franois;47.233333;5.933333
Goux-sous-Landet;47.083333;5.933333
Grandfontaine;47.2;5.9
Jallerange;47.25;5.716667
Lantenne-Vertière;47.233333;5.783333
Larnod;47.183333;5.966667
Lavans-Quingey;47.083333;5.883333
Lavernay;47.25;5.816667
Le Moutherot;47.25;5.733333
Liesle;47.05;5.816667
Lombard;;
Mazerolles-le-Salin;47.233333;5.866667
Mercey-le-Grand;47.216667;5.733333
Mesmay;47.066667;5.85
Miserey-Salines;47.283333;5.966667
Moncley;47.316667;5.9
Montferrand-le-Château;47.183333;5.933333
Montfort;47.066667;5.9
Montrond-le-Château;47.133333;6.05
Myon;47.016667;5.933333
Noironte;47.266667;5.883333
Osselle;47.133333;5.85
Palantine;47.083333;5.95
Paroy;47.05;5.883333
Pelousey;47.283333;5.916667
Pessans;47.066667;5.883333
Pirey;47.266667;5.966667
Placey;47.266667;5.85
Pointvillers;47.066667;5.9
Pouilley-Français;47.2;5.85
Pouilley-les-Vignes;47.25;5.933333
Pugey;47.183333;5.983333
Quingey;47.1;5.883333
Rancenay;47.183333;5.95
Recologne;47.266667;5.833333
Rennes-sur-Loue;47.016667;5.85
Ronchaux;47.05;5.9
Roset-Fluans;;
Rouhe;47.083333;5.966667
Routelle;47.166667;5.85
Ruffey-le-Château;47.283333;5.8
Rurey;47.1;6.016667
Saint-Vit;47.183333;5.816667
Samson;47.05;5.883333
Sauvagney;47.333333;5.9
Serre-les-Sapins;47.25;5.933333
Thoraise;47.166667;5.9
Torpes;47.166667;5.883333
Vaux-les-Prés;47.233333;5.883333
Velesmes-Essarts;47.183333;5.866667
Villars-Saint-Georges;47.116667;5.833333
Villers-Buzon;47.233333;5.85
Vorges-les-Pins;47.15;5.933333
Amagney;47.3;6.15
Amathay-Vésigneux;47.016667;6.2
Arguel;47.2;6
Battenans-les-Mines;47.416667;6.266667
Besançon;47.25;6.033333
Beure;47.2;6
Blarians;47.416667;6.183333
Bonnay;47.333333;6.05
Bonnevaux-le-Prieuré;47.133333;6.166667
Bouclans;47.233333;6.25
Braillans;47.3088;6.09182
Breconchaux;47.333333;6.266667
Cendrey;47.4;6.25
Chalèze;47.266667;6.083333
Chalezeule;47.266667;6.083333
Champlive;47.283333;6.25
Champoux;47.333333;6.133333
Chantrans;47.05;6.15
Charbonnières-les-Sapins;47.15;6.216667
Chassagne-Saint-Denis;47.083333;6.116667
Châteauvieux-les-Fossés;;
Châtillon-Guyotte;47.333333;6.166667
Châtillon-le-Duc;47.3;6.016667
Chaudefontaine;47.333333;6.166667
Chevroz;47.333333;6
Corcelle-Mieslot;47.366667;6.183333
Cussey-sur-l'Ognon;47.333333;5.933333
Dammartin-les-Templiers;47.283333;6.266667
Deluz;47.3;6.2
Devecey;47.333333;6.016667
Durnes;47.1;6.233333
Echevannes;;
Flagey-Rigney;47.416667;6.233333
Fontain;47.2;6.016667
Foucherans;;
Geneuille;47.316667;5.966667
Gennes;47.25;6.116667
Germondans;47.416667;6.183333
Glamondans;47.266667;6.283333
Gonsans;47.233333;6.3
Guyans-Durnes;47.116667;6.25
La Bretenière;47.383333;6.266667
La Chevillotte;;
Laissey;47.3;6.233333
La Tour-de-Sçay;47.383333;6.233333
Lavans-Vuillafans;47.083333;6.25
La Vèze;47.216667;6.066667
L'Ecouvotte;47.333333;6.25
Le Gratteris;47.183333;6.133333
Le Puy;47.35;6.233333
L'Hôpital-du-Grosbois;47.166667;6.233333
Lods;47.05;6.25
Longeville;47.033333;6.233333
Malbrans;47.116667;6.083333
Mamirolle;47.2;6.166667
Marchaux;47.316667;6.133333
Mérey-sous-Montrond;47.15;6.066667
Mérey-Vieilley;47.333333;6.066667
Moncey;47.366667;6.116667
Montfaucon;47.233333;6.083333
Montgesoye;47.083333;6.2
Morre;47.233333;6.066667
Mouthier-Haute-Pierre;47.033333;6.266667
Naisey-les-Granges;;
Nancray;47.25;6.183333
Novillars;47.283333;6.133333
Ollans;47.416667;6.25
Ornans;47.1;6.15
Osse;47.266667;6.216667
Ougney-Douvot;47.316667;6.283333
Palise;47.366667;6.083333
Pouligney-Lusans;47.333333;6.2
Rigney;47.383333;6.183333
Rignosot;47.383333;6.2
Roche-lez-Beaupré;;
Rougemontot;47.4;6.266667
Roulans;47.316667;6.233333
Saint-Hilaire;47.333333;6.25
Saône;47.233333;6.116667
Saules;47.116667;6.2
Scey-Maisières;;
Séchin;47.333333;6.283333
Tallenay;47.3;6.033333
Tarcenay;47.15;6.116667
Thise;47.283333;6.083333
